iso2c,country,year,status,lastupdated,gdp,gdp_pcap,population,exchange,deflator,iso3c,region,capital,longitude,latitude,income,lending
AR,Argentina,2018,,2022-05-25,524819742918.669,11795.1593866287,44494502,28.0949916666667,42.0336689575031,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2019,,2022-05-25,451932356085.842,10056.637940265,44938712,48.1478916666667,50.9214987087306,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2020,,2022-05-25,389288056265.325,8579.01777315683,45376763,70.5391666666667,39.8912174304965,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
BS,"Bahamas, The",1995,,2022-05-25,3429000000,12238.6046063409,280179,1,0.802435283547041,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",1996,,2022-05-25,3609000000,12708.6414536235,283980,1,0.98424357967049,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",1997,,2022-05-25,6332360000,22036.1006810202,287363,1,64.1721865459996,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",1998,,2022-05-25,6833220000,23514.1775636614,290600,1,12.998529308757,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",1999,,2022-05-25,7683870000,26130.0129564073,294063,1,0.223912944601892,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2000,,2022-05-25,8076470000,27098.1563186767,298045,1,0.921917927506755,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2001,,2022-05-25,8317830000,27486.2367737544,302618,1,0.353982112212051,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2002,,2022-05-25,8881160000,28867.0824977166,307657,1,3.96076309173938,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2003,,2022-05-25,8870090000,28327.8136706662,313123,1,1.15447910734719,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2004,,2022-05-25,9055290000,28396.0137099278,318893,1,1.19463001633136,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2005,,2022-05-25,9836200000,30279.3922080481,324848,1,5.05684575856435,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2006,,2022-05-25,10167250000,30713.7980618188,331032,1,0.827937102951083,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2007,,2022-05-25,10618340000,31472.2855356015,337387,1,2.94732245374163,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2008,,2022-05-25,10526000000,30627.3277467412,343680,1,1.48846435741036,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2009,,2022-05-25,9981960000,28552.5171624714,349600,1,-1.0359904468729,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2010,,2022-05-25,10095760000,28443.8884756689,354936,1,-0.392294308970037,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2011,,2022-05-25,10070450000,28005.9124040903,359583,1,-0.8588156229238,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2012,,2022-05-25,10720500000,29485.8642228279,363581,1,3.26728794531385,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2013,,2022-05-25,10494600000,28583.0232976179,367162,1,1.53158698379241,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2014,,2022-05-25,11142900000,30065.1602023609,370625,1,3.80231285787448,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2015,,2022-05-25,11890600000,31776.0555852485,374200,1,5.04023916296535,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2016,,2022-05-25,11992600000,31732.9191396131,377923,1,0.765975375853316,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2017,,2022-05-25,12359700000,32376.5091722572,381749,1,1.41307962767345,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2018,,2022-05-25,12837800000,33290.028135413,385635,1,1.07152648064846,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2019,,2022-05-25,13164400000,33799.4176940891,389486,1,1.82874432594333,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BS,"Bahamas, The",2020,,2022-05-25,9907500000,25194.0251444381,393248,1,-11.9619406953567,BHS,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
BB,Barbados,1995,,2022-05-25,2216974096.35559,8335.89929257052,265955,2,1.01614920853133,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,1996,,2022-05-25,2363645403.47039,8851.04645800324,267047,2,2.53841641959507,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,1997,,2022-05-25,2498384129.66738,9315.96756568231,268183,2,0.91689849789374,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,1998,,2022-05-25,2817083478.34734,10459.4424704914,269334,2,8.70325615354071,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,1999,,2022-05-25,2951822204.54432,10914.2822448996,270455,2,4.43342351579929,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2000,,2022-05-25,3059500000,11268.4200640121,271511,2,-1.32283915072385,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2001,,2022-05-25,3054500000,11209.4211248688,272494,2,2.25538925187499,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2002,,2022-05-25,3106500000,11361.5167707179,273423,2,0.907856236699956,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2003,,2022-05-25,3209500000,11699.3704685216,274331,2,1.11587216720585,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2004,,2022-05-25,3444500000,12512.5779652212,275283,2,5.82814413602438,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2005,,2022-05-25,3819500000,13822.7417486972,276320,2,6.66772455718502,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2006,,2022-05-25,4217500000,15199.5675286062,277475,2,4.26571916216807,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2007,,2022-05-25,4674000000,16770.6610309974,278701,2,8.43609164074579,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2008,,2022-05-25,4785000000,17092.5821408414,279946,2,1.66215637974302,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2009,,2022-05-25,4465500000,15885.410181888,281107,2,-1.68486507393412,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2010,,2022-05-25,4530000000,16056.3709766031,282131,2,3.81816146008285,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2011,,2022-05-25,4657500000,16458.3532105715,282987,2,3.51150127791978,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2012,,2022-05-25,4610000000,16249.6739490585,283698,2,-0.56683680519231,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2013,,2022-05-25,4677000000,16451.2793094473,284294,2,2.90072679901915,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2014,,2022-05-25,4696500000,16489.0722373387,284825,2,0.542156273380812,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2015,,2022-05-25,4715000000,16524.899501274,285327,2,-2.00567851335853,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2016,,2022-05-25,4830000000,16900.0482858522,285798,2,-0.0387146728610048,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2017,,2022-05-25,4978000000,17391.6689084614,286229,2,2.5768287269584,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2018,,2022-05-25,5086500000,17745.2553725928,286640,2,2.77603359440492,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2019,,2022-05-25,5209000000,18148.4978451054,287021,2,2.50688134797679,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BB,Barbados,2020,,2022-05-25,4418000000,15373.8547035017,287371,2,4.68307881462968,BRB,Latin America & Caribbean,Bridgetown,-59.6105,13.0935,High income,Not classified
BZ,Belize,1995,,2022-05-25,620422500,2997.76045844165,206962,2,6.05227181799842,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1996,,2022-05-25,641660000,3003.18262660301,213660,2,1.96586372469596,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1997,,2022-05-25,654582900,2954.22723682726,221575,2,-1.47827430247521,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1998,,2022-05-25,689140000,2993.0335985546,230248,2,1.48325923219419,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,1999,,2022-05-25,732732350,3066.09513806652,238979,2,-2.25525349765624,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2000,,2022-05-25,832072450,3364.49173102584,247310,2,0.475944592865332,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2001,,2022-05-25,868358750,3404.42058588298,255068,2,-0.306339510351606,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2002,,2022-05-25,925197950,3526.08151318472,262387,2,1.73125212576089,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2003,,2022-05-25,983575600,3650.60647000312,269428,2,-2.76572298058923,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2004,,2022-05-25,1051386600,3802.2631601788,276516,2,2.00820242687236,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2005,,2022-05-25,1102564900,3885.03407353117,283798,2,2.87106736630859,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2006,,2022-05-25,1210603750,4155.32388497209,291338,2,4.74444278001187,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2007,,2022-05-25,1271598050,4252.39540382101,299031,2,4.50430522026706,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2008,,2022-05-25,1351338650,4404.30819823872,306822,2,2.6873095565867,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2009,,2022-05-25,1317309450,4186.51999809315,314655,2,-2.72970919581358,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2010,,2022-05-25,1377177100,4270.78008466035,322465,2,1.49622468197967,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2011,,2022-05-25,1460797903.23406,4423.4968423614,330236,2,4.075469263272,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2012,,2022-05-25,1522897506.07849,4505.60059312987,338001,2,1.78605699282211,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2013,,2022-05-25,1579411253.00514,4568.64122799115,345707,2,2.38597439479209,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2014,,2022-05-25,1667335060.96064,4718.43658122355,353366,2,1.46982941280453,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2015,,2022-05-25,1721700991.46912,4770.23265563888,360926,2,0.606779754367054,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2016,,2022-05-25,1789304087.78561,4856.97324853112,368399,2,3.96107948405961,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2017,,2022-05-25,1858529676.71857,4945.85769867226,375775,2,2.0185631124545,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2018,,2022-05-25,1915899786.96407,5001.42215663433,383071,2,0.17567957469447,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2019,,2022-05-25,1982518540.6134,5078.80994441772,390351,2,1.68465729095968,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BZ,Belize,2020,,2022-05-25,1636280797.08056,4115.17700795622,397621,2,-4.01678011925844,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
BO,Bolivia,1995,,2022-05-25,6715220507.05164,880.992686367672,7622334,4.80034166666667,11.4272859228783,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,1996,,2022-05-25,7396966657.47054,950.856386162623,7779268,5.0746125,11.5802059356048,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,1997,,2022-05-25,7925673448.41368,998.515953217447,7937453,5.25425833333333,5.70504254118256,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,1998,,2022-05-25,8497545598.08352,1049.49937364874,8096761,5.51013333333333,7.05113017302546,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,1999,,2022-05-25,8285075872.27307,1003.39223063895,8257066,5.81240833333333,2.41156142201022,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2000,,2022-05-25,8397912509.09679,997.581748874387,8418270,6.18354166666667,5.19540790953587,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2001,,2022-05-25,8141537937.61068,948.870211337892,8580244,6.60691666666667,1.870092796354,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2002,,2022-05-25,7905485216.17852,904.225799882294,8742822,7.17,2.8207584333704,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2003,,2022-05-25,8082364868.39357,907.537415801528,8905820,7.65916666666667,6.32999114089239,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2004,,2022-05-25,8773451738.91129,967.406458598204,9069044,7.93626666666667,7.96770997396048,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2005,,2022-05-25,9549077869.10651,1034.31180039586,9232301,8.0660625,5.94079556824971,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2006,,2022-05-25,11451869164.7112,1218.87407027713,9395449,8.01161666666667,13.6636793822744,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2007,,2022-05-25,13120183156.7149,1372.62836843372,9558438,7.85124516125,7.373355352535,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2008,,2022-05-25,16674324634.2373,1715.2083925524,9721457,7.23832069891667,10.3811827150976,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2009,,2022-05-25,17339992165.2422,1754.20946375615,9884790,7.02,-2.41989591737956,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2010,,2022-05-25,19649631314.0482,1955.46018156049,10048597,7.01666666666667,8.77750898964062,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2011,,2022-05-25,23963033430.5954,2346.33784403698,10212951,6.9369625,14.6023543582868,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2012,,2022-05-25,27084497482.8616,2609.880562178,10377677,6.91,7.10027530988422,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2013,,2022-05-25,30659338880.3786,2908.2003704458,10542375,6.91,5.99538853198879,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2014,,2022-05-25,32996188012.6821,3081.87882321413,10706517,6.91,2.04949756451367,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2015,,2022-05-25,33000198248.3362,3035.97165489786,10869732,6.91,-4.62060229458925,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2016,,2022-05-25,33941126200.0606,3076.65643989367,11031822,6.91,-1.35487053613082,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2017,,2022-05-25,37508642165.3366,3351.12434384125,11192853,6.91,6.06139996076533,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2018,,2022-05-25,40287647930.4761,3548.59078021377,11353140,6.91,3.05626590816588,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2019,,2022-05-25,40895322843.7851,3552.06814321502,11513102,6.91,-0.693003422953282,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BO,Bolivia,2020,,2022-05-25,36572764862.8234,3133.09980321504,11673029,6.91,-1.90885911465647,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
BR,Brazil,1995,,2022-05-25,769333330368.987,4748.38820787605,162019889,0.917666666666667,93.9780430441322,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,1996,,2022-05-25,850426433004.077,5166.16393308148,164614682,1.0051,18.4562437768985,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,1997,,2022-05-25,883206452795.124,5282.04946994988,167209046,1.07799166666667,7.72902341004782,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,1998,,2022-05-25,863711007325.493,5087.07907232375,169785253,1.16051666666667,4.92436158675291,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,1999,,2022-05-25,599642075004.471,3479.84383285395,172318674,1.81393284657213,8.01050087686829,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2000,,2022-05-25,655448188259.351,3749.91084752888,174790339,1.82942312207561,5.60606515271778,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2001,,2022-05-25,559983704094.17,3160.24934491441,177196051,2.34963170932244,8.22509431643341,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2002,,2022-05-25,509795270685.19,2839.49150108966,179537523,2.92036301775519,9.79811223431311,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2003,,2022-05-25,558233724164.711,3070.43641941942,181809244,3.07747511847801,14.091021527267,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2004,,2022-05-25,669289321944.516,3637.3138901512,184006479,2.92511944951586,7.75206075946326,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2005,,2022-05-25,891633826603.377,4790.45656586131,186127108,2.43439003623188,7.43122475478488,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2006,,2022-05-25,1107626711406.63,5886.39152194816,188167353,2.17532666666667,6.77427411909737,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2007,,2022-05-25,1397114247331.17,7348.18796290712,190130445,1.94705833333333,6.43903808921145,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2008,,2022-05-25,1695855391810.9,8831.18364277674,192030362,1.83376666666667,8.77855272217604,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2009,,2022-05-25,1666996294372.87,8597.79433526264,193886505,1.99942817314426,7.31348274594541,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2010,,2022-05-25,2208838108577.09,11286.071540212,195713637,1.75922671058718,8.42333833598188,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2011,,2022-05-25,2616156606666.62,13245.387369564,197514541,1.67282875525659,8.3185922188201,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
BR,Brazil,2012,,2022-05-25,2465228293894.01,12370.2232548476,199287292,1.95306861112487,7.94312694206415,BRA,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
